0,1,2,3,4,status,time,hazards
0.11887878922363293,0.9000298206791075,0.3700069480367043,-0.276436227628196,-0.5234743863635902,1,19.0,1.9
0.777176179268311,-0.1847626642184208,0.8182213948647594,-0.9972303601958947,-0.5753433111034227,0,33.0,0.9
0.11647429428615785,0.050311520988260305,0.6655946342219767,0.7561387169634215,0.6348379407930906,1,29.0,2.7
-0.1860815284740207,-0.99661498652748,-0.1382423806373272,0.5575506917023141,0.4364095484218151,1,14.0,0.5
-0.5038127158373968,-0.548842363006643,0.6241321527317563,0.542185548677286,-0.44447893174336106,0,11.0,0.6
-0.9937138637262211,-0.252304218727442,-0.817968687641341,0.881950575671963,-0.3532549918427803,1,21.0,0.4
0.28272552501449133,-0.7744052793604248,0.9139559832496358,-0.5087114749184882,0.026943958486139286,1,29.0,0.9
-0.06056897625888236,0.21450230743178422,-0.5435758913342297,0.9469769562701398,0.4433184969227011,1,7.0,1.3
0.6171910033014729,0.49488258200936586,-0.3993871168959744,0.9051218545172564,-0.3708363296520316,1,16.0,1.0
-0.7559056355786453,0.3953885345393475,0.6098219406329211,0.624189979951072,-0.6701643162403959,1,37.0,1.2
-0.30573862597587786,0.045908645858786956,0.20846559810990684,0.8399796166910254,-0.4961987268343915,1,20.0,0.8
0.06662321254455827,0.6298892481669849,0.44863067971329595,-0.2698100846472202,-0.26851001201910796,1,5.0,1.9
-0.30104836973430404,-0.8457232948672095,-0.4255138823392661,-0.8298793224695513,-0.8205817346957858,0,42.0,0.2
0.5881284787142436,0.8032977412550817,-0.7696117037830557,0.9616752592724098,0.6963227918958481,1,20.0,2.3
0.3250252283206483,0.6442377404744057,0.998469827759358,-0.36601141614933175,-0.8157939402278309,1,21.0,1.7
-0.28665075156330033,-0.8381175223520694,0.70753725697111,0.8195758356531708,0.8012924232916694,1,22.0,1.4
-0.2365344093551014,-0.4238624298845737,0.14665761224634655,-0.576793348728686,0.02045181636231086,0,13.0,0.7
-0.8815505880291858,-0.9797513027170808,0.854493259322465,-0.7934234959395681,0.589447335697024,0,20.0,1.1
0.5248528810620714,-0.27207715557968815,-0.7503258499829757,-0.09368060818637924,0.09788064406569053,0,17.0,0.5
-0.7233801281729624,0.24826259753585012,-0.025224200654886175,0.8288534637435743,-0.17582992658785668,1,29.0,1.1
